	ASGS	T1	T2	T4	P1	P2	P3
462	310021277	18.97	13.04	4.44	979.37	146.32	25.55
463	310021278	20.28	12.38	4.25	934.18	144.61	26.32
464	310021280	19.97	13.35	4.43	876.39	132.22	24.04
465	310021281	20.54	13.02	4.32	858.44	133.34	21.96
466	310021282	20.30	13.44	4.44	853.35	127.81	20.67
467	310031290	20.79	12.50	4.17	932.54	143.35	23.02
468	310031294	20.40	12.68	4.25	911.12	138.35	21.58
469	311011305	19.02	12.16	4.16	1042.86	154.21	25.68
470	311031319	20.59	11.47	4.01	1042.58	157.44	26.96
471	312011338	23.05	12.67	4.23	696.79	123.11	12.97
472	312011339	23.43	14.99	4.93	544.23	106.31	8.30
473	312011341	23.21	13.85	4.45	551.79	97.42	9.11
474	312021351	22.69	10.29	3.82	1658.88	411.46	27.52
475	312021352	22.88	9.64	3.77	1589.03	363.34	26.88
476	312021353	23.20	9.97	3.71	1615.44	378.94	22.61
477	312021357	22.88	10.00	3.83	1520.77	351.13	22.52
478	313021365	20.93	10.46	3.80	1337.58	232.69	34.13
479	313031370	19.61	12.17	4.17	1027.51	160.64	32.15
480	313031371	19.81	10.79	3.91	1460.13	255.55	37.84
481	314011387	19.67	10.59	3.85	1253.09	206.04	34.62
482	315011396	26.96	10.03	2.01	1531.32	407.48	3.42
483	315011400	25.53	12.96	3.13	953.28	263.75	3.46
484	315021406	26.18	14.05	5.09	503.94	126.21	3.17
485	315021407	25.59	15.06	4.74	548.57	147.49	4.12
486	315031408	23.26	15.15	5.38	487.36	93.50	12.60
487	315031409	21.28	14.91	6.15	505.91	80.65	18.00
488	315031410	24.35	15.13	6.31	282.12	56.18	5.46
489	315031411	22.18	14.08	6.48	335.36	53.94	10.95
490	315031412	24.41	15.16	5.68	430.44	90.69	6.65
491	316041431	21.00	10.57	3.63	1667.20	276.72	43.11
492	316041433	21.13	10.75	3.65	1582.42	267.86	39.75
493	316061439	20.89	10.01	3.68	1582.44	274.06	38.15
494	316061440	19.47	10.91	3.90	1581.26	279.45	40.24
495	316061443	19.92	11.45	3.86	1497.45	257.03	38.75
496	317011445	17.97	13.21	4.74	762.21	106.33	26.74
497	317011449	18.20	12.81	4.64	797.94	114.82	28.24
498	317011450	18.24	12.62	4.56	843.71	122.71	28.48
499	317011451	18.90	13.33	4.59	846.08	123.36	25.66
500	317011456	17.84	11.89	4.35	862.81	125.89	28.66
501	317011458	18.20	13.06	4.71	766.56	109.31	27.39
502	318011461	24.63	11.13	3.45	919.47	223.69	13.39
503	318011462	24.27	12.61	3.84	649.03	166.90	8.72
504	318011463	23.74	13.07	4.08	638.64	157.35	7.47
505	318021489	24.39	10.15	3.37	938.29	228.94	11.55
506	319011498	21.81	10.18	3.61	1015.01	168.21	30.16
507	319011499	21.85	11.20	3.70	954.81	156.09	27.89
508	319021503	20.88	13.66	4.52	732.77	106.98	27.73
509	319021504	21.21	11.74	3.94	897.62	150.42	27.81
510	319021505	18.85	13.28	4.59	797.11	115.43	28.06
511	319021506	19.94	13.83	4.67	709.82	102.45	26.43
512	319021507	19.04	13.45	4.74	749.12	108.70	28.05
513	319021508	20.08	13.08	4.43	770.96	117.92	26.96
514	319021509	18.85	13.24	4.62	828.17	123.02	27.62
515	319031514	20.58	12.56	4.03	1212.58	205.45	33.96
516	319031515	20.13	13.28	4.33	905.09	138.26	31.76
517	319051522	21.87	9.82	3.53	1205.43	195.75	33.96
518	319051525	21.37	12.50	4.03	1019.50	162.73	30.44
519	401011001	17.25	9.62	4.11	495.41	66.49	20.65
520	401021003	14.83	10.80	4.26	683.79	98.69	24.78
521	401021004	14.49	9.91	4.02	837.88	127.33	30.32
522	401021005	14.47	10.53	4.04	786.98	118.55	27.91
523	401021006	14.18	10.37	4.07	790.97	114.26	28.53
524	401021007	14.54	10.88	4.07	739.36	107.51	26.32
525	401021008	14.80	11.15	4.08	646.31	91.73	25.04
526	401021009	14.54	10.98	4.08	710.30	100.83	25.84
527	401021010	14.65	9.75	4.06	805.74	118.88	29.56
528	401041015	16.91	9.87	4.20	533.92	73.09	21.93
529	401041016	16.46	9.84	4.16	584.88	81.40	23.35
530	401071023	17.25	9.60	4.10	496.05	66.54	20.68
531	402011025	16.95	11.61	4.59	418.88	51.31	16.88
532	402011026	16.63	11.57	4.59	453.41	57.74	18.28
533	402011027	17.27	11.30	4.54	390.46	47.45	16.85
534	402021032	17.16	11.31	4.57	408.20	49.44	17.35
535	402021033	15.91	10.99	4.44	560.95	77.29	21.66
536	402021035	17.27	11.01	4.53	407.70	50.05	17.85
537	402041046	17.25	10.75	4.51	434.40	54.43	18.83
538	402051049	16.01	10.57	4.36	576.70	79.45	22.41
539	402051054	15.68	10.37	4.29	626.94	88.33	23.52
540	403021059	16.85	9.72	3.99	492.42	70.38	20.60
541	403021061	17.09	9.66	4.04	483.67	66.00	20.55
542	403031067	15.80	9.51	4.01	687.03	100.40	26.59
543	403031068	17.04	9.51	4.06	528.09	73.69	21.62
544	403031069	16.69	9.45	4.04	579.07	82.83	23.14
545	403041072	16.27	9.80	3.79	524.52	81.71	19.74
546	403041075	15.27	10.07	4.01	715.95	107.64	27.22
547	403041077	16.21	9.53	4.00	624.22	92.28	24.36
548	403041078	15.94	9.91	3.97	619.45	93.94	23.93
549	403041083	15.99	10.00	3.91	584.37	89.34	22.81
550	403041084	16.17	9.78	3.97	593.59	89.52	23.43
551	403041087	16.45	9.81	3.85	510.75	78.55	19.71
552	403041088	15.93	10.01	3.86	582.69	89.64	22.27
553	403041089	15.95	9.72	3.99	634.75	95.61	24.66
554	404011093	17.30	9.85	4.20	463.74	62.19	19.77
555	404021103	17.37	10.50	4.40	416.88	53.09	18.35
556	405011110	14.27	12.07	4.47	595.64	81.05	24.63
557	405011111	16.12	12.06	4.64	459.68	58.20	18.75
558	405011112	15.85	11.69	4.56	523.82	72.24	20.15
559	405011113	17.22	11.62	4.53	378.71	46.13	15.81
560	405011114	15.48	12.24	4.61	481.65	62.52	20.25
561	405011115	15.44	12.22	4.61	493.55	64.91	20.22
562	405021116	15.12	13.26	4.97	561.38	75.85	23.51
563	405021117	15.49	12.48	4.75	494.34	62.97	20.58
564	405021118	15.68	13.52	4.93	369.19	43.71	18.44
565	405021119	17.40	12.81	4.64	350.81	45.63	14.30
566	405031120	15.87	13.93	5.21	445.64	55.81	18.80
567	405031121	16.71	13.64	5.39	383.59	45.51	18.24
568	405031122	18.77	12.07	4.67	346.17	38.24	16.08
569	405031123	17.74	12.76	4.77	388.45	47.79	15.76
570	405041124	17.39	12.19	4.51	339.78	45.96	14.05
571	405041125	17.46	11.73	4.40	344.15	46.85	14.86
572	405041126	17.68	12.02	4.49	321.53	42.20	14.14
573	405041127	17.10	11.18	4.21	376.47	53.50	15.28
574	405041128	16.74	9.59	3.63	408.58	65.82	13.70
575	406011129	17.60	12.75	3.88	266.11	39.94	8.69
576	406011130	16.16	9.95	3.33	470.12	78.54	14.35
577	406011131	17.31	12.76	4.46	314.23	39.64	15.25
578	406011132	17.36	13.23	4.27	339.18	53.91	13.09
579	406011133	16.23	8.94	3.07	501.65	80.55	14.29
580	406011134	17.71	11.78	3.78	306.69	48.41	10.15
581	406011135	19.55	15.07	4.94	199.41	25.49	9.27
582	406011136	18.28	11.75	4.51	273.17	29.08	16.83
583	406021138	20.47	16.18	6.09	256.88	45.37	9.83
584	406021139	21.10	14.43	5.96	201.93	32.73	10.06
585	406021140	17.87	13.65	5.23	275.12	30.72	15.85
586	406021141	21.12	14.89	6.16	189.35	34.78	7.22
587	406021142	19.39	12.35	5.05	266.64	30.04	16.49
588	407011144	15.92	9.95	3.41	496.58	70.43	21.32
589	407011145	15.19	7.84	2.98	597.38	98.68	16.41
590	407011146	15.57	11.01	3.86	546.99	74.52	23.03
591	407011147	15.44	10.65	3.79	578.57	82.72	23.85
592	407011148	15.59	9.13	3.30	599.77	90.58	21.71
593	407011149	15.16	8.98	3.48	672.35	106.32	24.20
594	407021150	14.40	9.29	3.11	722.32	105.82	19.09
595	407021151	15.36	11.25	3.50	533.18	79.70	15.09
596	407021152	14.63	9.85	3.33	705.71	107.18	16.66
597	407021153	14.35	9.73	3.23	716.99	102.09	20.08
598	407021154	14.90	12.80	3.99	521.17	71.01	16.18
599	407021155	14.87	12.04	3.82	572.85	81.42	16.38
600	407021156	14.44	11.67	3.77	639.25	88.60	17.61
601	407021157	15.38	13.05	4.13	458.97	60.21	15.65
602	407021158	14.55	9.81	3.29	704.30	105.83	17.01
603	407031159	17.74	14.09	4.81	268.38	32.94	12.26
604	407031161	16.25	14.19	4.57	361.51	42.20	16.75
605	407031162	17.18	14.53	4.87	275.49	34.99	12.54
606	407031163	16.99	14.58	4.92	286.04	35.20	13.39
607	407031164	16.15	13.19	4.42	350.56	41.83	18.03
608	407031165	16.44	12.51	4.09	336.06	38.15	18.26
609	407031166	16.37	12.62	4.10	344.74	39.32	18.29
610	407031167	18.06	13.83	5.00	252.50	32.07	11.70
611	407031168	17.88	13.76	5.01	265.09	33.03	12.41
612	407031169	16.14	11.85	3.75	410.09	52.43	16.86
613	407031170	17.05	13.85	4.71	298.55	35.13	15.60
614	501011001	16.80	9.34	3.22	940.49	180.58	13.41
615	501011002	17.37	10.73	3.60	781.50	156.38	10.35
616	501011003	16.83	11.15	3.73	803.81	157.48	12.02
617	501011004	17.23	8.45	2.96	965.72	187.33	13.03
618	501021007	17.13	11.85	4.04	758.07	145.60	11.77
619	501021009	16.37	13.21	4.78	754.02	133.77	10.76
620	501021010	16.82	12.30	4.33	830.80	155.00	13.29
621	501021013	17.36	11.28	3.93	747.23	145.09	11.08
622	501021014	17.09	11.95	4.39	854.20	160.50	10.85
623	501021016	17.31	11.59	4.37	880.38	170.91	10.17
624	501031017	15.61	12.30	4.27	656.09	112.30	14.15
625	501031018	15.70	12.88	4.48	793.88	144.15	13.19
626	501031019	15.70	11.00	3.77	834.45	143.38	16.28
627	501031020	16.10	10.24	3.43	957.39	167.88	16.82
628	502011021	18.47	9.99	3.80	785.23	151.97	6.62
629	502011029	18.32	11.16	4.22	816.18	159.45	7.97
630	503011036	19.01	9.92	3.96	697.88	142.76	6.92
631	503021043	18.98	10.40	4.11	720.50	147.13	7.20
632	504021049	17.60	12.64	5.04	690.41	136.68	8.86
633	504021050	18.30	12.06	4.72	789.87	158.88	9.85
634	504021051	18.48	12.05	4.66	777.71	156.63	9.64
635	504031057	19.06	12.32	4.54	691.12	138.86	7.71
636	504031058	18.67	12.61	4.74	672.54	133.13	8.33
637	504031059	18.99	12.60	4.62	674.54	133.36	7.96
638	504031060	18.00	12.46	4.89	719.02	143.86	9.43
639	504031066	19.07	12.51	4.59	709.50	143.64	8.21
640	504031068	18.91	12.97	4.75	670.66	132.18	8.32
641	505021096	19.02	10.31	4.06	708.76	144.56	6.87
642	505031107	18.97	11.37	4.30	684.26	138.31	7.69
643	505031109	19.01	11.35	4.26	651.35	131.31	7.39
644	506011114	18.20	11.56	4.59	848.70	173.17	10.29
645	506011116	17.46	11.46	4.73	923.03	186.77	11.60
646	506041136	18.08	11.48	4.61	860.89	174.42	10.33
647	506051141	17.73	11.70	4.76	873.65	177.14	10.47
648	506061143	18.41	11.54	4.48	805.66	165.28	9.92
649	506061144	17.46	11.87	4.72	893.16	181.89	12.06
650	507011148	18.73	11.01	4.29	756.31	157.46	8.52
651	507031172	18.70	10.59	4.13	739.04	152.77	7.64
652	507051185	18.74	10.81	4.15	754.47	151.85	8.25
653	508011194	17.40	9.81	3.25	594.33	92.32	20.77
654	508011195	17.30	12.31	4.00	396.88	46.96	20.05
655	508021196	23.59	10.11	4.19	241.75	46.69	2.76
656	508021197	24.27	13.65	5.63	225.73	39.84	3.74
657	508031202	18.44	13.40	4.47	264.45	32.57	12.45
658	508041206	28.00	14.41	3.77	719.23	217.57	1.20
659	508041207	27.25	14.84	5.10	407.06	103.72	1.33
660	508041209	27.44	13.55	3.85	553.37	171.75	1.51
661	508051210	20.55	11.92	3.90	411.98	92.72	4.18
662	508051211	20.47	12.11	4.03	417.26	92.42	4.26
663	508051212	20.33	12.66	4.28	410.89	91.64	4.05
664	508051213	20.52	11.96	3.94	421.20	93.68	4.28
665	508051214	20.73	13.23	4.66	427.61	90.99	5.36
666	508051215	23.02	14.77	6.53	235.33	39.26	5.07
667	508051216	20.73	14.57	6.00	326.38	53.46	10.41
668	508051217	21.22	14.45	5.49	289.58	54.68	6.42
669	509011225	16.45	7.37	2.70	811.25	126.39	21.10
670	509011226	16.16	9.09	3.07	717.89	105.01	22.53
671	509011227	16.44	7.80	2.79	771.48	117.64	21.45
672	509011228	16.08	9.67	3.18	957.97	159.47	22.91
673	509011229	16.45	12.16	4.05	410.49	54.55	16.99
674	509011230	16.33	12.81	4.62	397.39	60.27	11.81
675	509011231	15.97	12.05	4.27	467.21	70.44	13.61
676	509011232	16.23	7.34	2.71	853.67	134.25	21.26
677	509011233	16.17	8.22	2.92	780.36	118.62	21.59
678	509011234	15.83	10.41	3.58	634.91	93.24	20.32
679	509021236	18.49	12.92	5.01	543.90	105.67	8.35
680	509021237	18.37	14.11	5.54	333.80	51.98	12.80
681	509021238	19.02	13.81	5.67	320.76	48.14	12.61
682	509021239	19.22	12.05	4.31	548.52	110.90	6.80
683	509021240	18.17	14.28	5.59	321.07	45.37	13.68
684	509021241	19.63	14.05	5.72	333.76	53.90	10.40
685	509021242	19.07	14.22	5.97	292.92	37.68	12.46
686	509021243	18.09	13.93	5.43	456.10	82.78	7.97
687	509021244	18.08	13.22	5.21	523.23	98.03	8.16
688	509021245	17.68	14.22	5.43	459.64	83.68	9.51
689	509031246	17.13	13.78	5.29	431.96	77.29	10.56
690	509031247	17.09	13.58	4.77	334.75	44.32	15.38
691	509031248	16.67	12.79	4.88	786.15	149.48	11.32
692	509031249	16.46	12.97	4.97	432.38	76.66	10.09
693	509031250	16.24	13.12	4.93	479.23	80.11	9.56
694	601011001	11.52	10.11	3.57	646.35	64.47	38.24
695	601011002	12.26	10.11	3.52	568.15	58.95	34.74
696	601011003	12.49	9.94	3.47	578.79	59.76	35.63
697	601021005	12.67	9.39	3.27	580.42	61.42	35.90
698	601021010	12.37	9.51	3.34	600.38	63.21	36.99
699	601021012	13.02	8.91	3.03	616.27	62.00	39.26
700	601031013	12.57	10.33	3.57	563.59	56.06	34.23
701	601031020	11.05	10.18	3.57	723.75	71.80	41.55
702	601041022	11.58	9.15	3.19	819.69	82.76	48.72
703	601041023	12.75	9.18	3.10	675.82	67.04	39.90
704	601041024	11.11	9.01	3.11	950.94	97.99	54.03
705	601061034	12.37	8.93	3.01	735.56	72.90	45.93
706	601061035	12.35	9.61	3.30	610.25	63.82	38.13
707	602011038	12.84	10.80	3.85	705.69	83.58	34.57
708	602011041	12.81	10.61	3.79	762.46	95.08	34.79
709	602011044	12.31	10.75	3.84	767.05	91.70	36.97
710	602011046	12.45	10.72	3.82	783.55	96.97	36.18
711	602011050	12.26	10.77	3.84	763.45	89.83	36.60
712	602011052	12.64	10.92	3.86	691.19	79.25	34.68
713	602021053	12.77	8.85	3.36	861.78	116.40	34.00
714	602021054	8.12	8.78	3.51	1731.38	237.56	73.13
715	602021055	12.18	10.04	3.64	906.30	117.93	36.45
716	602021056	12.05	11.15	3.89	784.92	95.98	36.68
717	602021057	10.56	11.07	3.86	950.50	126.20	39.63
718	602031058	11.09	10.09	3.76	1028.27	131.12	43.79
719	602031059	13.26	8.77	3.33	853.50	114.63	32.76
720	602031060	12.21	11.36	3.93	692.40	79.38	34.55
721	602031061	9.91	10.64	3.84	831.29	88.36	41.23
722	602031062	12.19	11.29	3.93	658.00	72.62	33.67
723	602031063	13.48	8.30	3.11	899.21	102.92	38.39
724	602031064	11.12	10.01	3.49	1013.80	104.10	53.46
725	603011065	9.24	10.17	3.70	864.43	96.09	40.47
726	603011066	9.11	9.22	3.48	1214.84	135.93	56.80
727	603011067	10.54	10.64	3.70	587.68	59.66	34.07
728	603011068	10.24	8.08	2.91	1813.85	208.26	82.53
729	603021069	11.70	8.14	2.80	950.97	98.61	53.84
730	603021070	11.43	9.46	3.10	958.39	102.08	51.59
731	603021071	11.20	9.14	2.99	1147.54	123.83	59.33
732	603021072	10.37	9.70	3.40	1068.51	113.98	53.22
733	603031073	12.59	8.12	2.71	843.90	85.99	48.81
734	603031074	11.95	10.07	3.20	705.76	73.86	42.32
735	604011076	10.41	7.97	3.12	1531.13	212.80	61.63
736	604011077	13.16	7.93	2.99	983.35	127.03	38.45
737	604011079	12.32	8.06	3.08	1072.10	139.44	43.64
738	604011081	12.63	8.09	3.06	1081.03	143.55	42.36
739	604011082	12.70	8.52	3.16	968.12	128.48	40.43
740	604011083	12.98	8.38	3.11	958.16	125.64	39.21
741	604011084	12.82	8.28	3.09	1046.58	134.97	40.17
742	604021086	12.85	8.93	3.28	869.84	115.23	36.52
743	604021087	12.58	9.44	3.40	873.82	116.58	37.88
744	604021088	12.91	8.95	3.28	898.81	118.02	36.91
745	604021089	12.62	9.09	3.36	858.95	114.93	35.85
746	604021090	12.86	9.14	3.32	888.34	118.25	37.22
747	604021091	9.34	8.40	3.32	1688.57	226.09	74.74
748	604021092	12.80	8.79	3.23	926.66	122.56	38.68
749	604031093	13.93	6.03	2.50	887.66	109.95	33.93
750	604031094	12.36	7.37	2.75	1400.21	173.92	59.64
751	604031095	13.07	8.12	2.90	1059.75	135.27	45.05
752	604031096	10.06	7.75	3.10	1879.53	241.43	77.43
753	604031097	10.11	8.39	3.06	2482.16	296.06	113.87
754	701021012	28.36	9.54	1.62	1744.80	445.31	1.86
755	701031033	28.07	10.05	1.80	1701.53	399.12	1.33
756	702031057	28.15	11.55	2.11	1482.26	336.27	1.30
757	801011012	13.86	12.43	5.43	697.18	77.53	43.82
758	801021027	13.19	12.65	5.33	804.72	85.73	48.74
759	801021028	14.21	12.67	5.43	669.82	75.96	41.18
760	801021029	10.05	12.58	5.15	897.91	96.08	56.82
761	801031030	13.82	13.25	5.46	636.38	75.78	36.88
762	801031032	12.98	13.04	5.35	688.18	80.97	40.87
763	801031033	13.75	13.21	5.48	638.18	76.89	37.78
764	801051054	13.97	12.97	5.50	639.54	75.73	38.33
765	801051061	13.97	12.97	5.50	639.54	75.73	38.33
766	801071089	13.04	13.19	5.32	694.45	78.12	38.34
